,Season,EpisodeNo,Title,AirDate,Writers,Director,SEID,IMDB Rating,SentimentTotal,LineCountTotal,WordCountTotal,SentimentJerry,LineCountJerry,WordCountJerry,SentimentGeorge,LineCountGeorge,WordCountGeorge,SentimentKramer,LineCountKramer,WordCountKramer,SentimentElaine,LineCountElaine,WordCountElaine,SentimentMainChars,LineCountMainChars,WordCountMainChars,SentimentSecondary,LineCountSecondary,WordCountSecondary,SentimentOther,LineCountOther,WordCountOther
92,6,9,The Secretary,8-Dec-94,"Carol Leifer, Marjorie Gross",David Owen Trainor,S06E09,8.3,0.28531866899999997,325,3953,0.230884848,92,1089,0.30878556,45.0,741.0,0.195360392,51.0,510.0,0.299085938,44.0,512.0,0.257015954,232,2852,,,,0.358633243,93,1101
93,6,10,The Race,15-Dec-94,"Tom Gammill, Max Pross and Larry David",Andy Ackerman,S06E10,9.0,0.184378341,295,3292,-0.06788929,62,775,0.289835938,50.0,640.0,0.222516187,30.0,278.0,0.32347519399999997,45.0,387.0,0.15381019199999998,187,2080,,,,0.23683853100000002,108,1212
94,6,11,The Switch,5-Jan-95,Bruce Kirschbaum and Sam Kass,Andy Ackerman,S06E11,9.0,0.114608567,314,2743,0.076988757,74,845,0.238718956,81.0,728.0,0.051884953,41.0,319.0,0.03958133,51.0,391.0,0.11864673699999999,247,2283,0.262248649,5.0,37.0,0.079899764,62,423
95,6,12,The Label Maker,19-Jan-95,"Alec Berg, Jeff Schaffer",Andy Ackerman,S06E12,8.7,0.204982303,333,3170,0.278635784,112,925,0.202971375,72.0,793.0,0.051194317999999996,28.0,352.0,0.271798775,42.0,408.0,0.220988176,254,2478,0.399055636,20.0,275.0,-0.018117746,59,417
96,6,13,The Scofflaw,26-Jan-95,Peter Mehlman,Andy Ackerman,S06E13,8.3,0.137992363,350,3588,0.043684636,77,755,0.107808604,93.0,709.0,0.204021875,42.0,448.0,-0.041049489,41.0,489.0,0.0752798,253,2401,0.22054400000000002,7.0,50.0,0.266792084,90,1137
97,6,16,The Beard,9-Feb-95,Carol Leifer,Andy Ackerman,S06E16,8.4,0.132597185,297,2735,-0.001831671,91,742,0.134252045,51.0,538.0,0.09190095,38.0,421.0,0.271842346,72.0,699.0,0.124823583,252,2400,,,,0.188288657,45,335
98,6,17,The Kiss Hello,16-Feb-95,"Larry David, Jerry Seinfeld",Andy Ackerman,S06E17,8.4,0.179337468,381,3499,0.290766236,124,1238,0.162511253,47.0,471.0,0.025763789,48.0,417.0,0.006376721,54.0,494.0,0.171910305,273,2620,0.18702844,9.0,109.0,0.20352039,99,770
99,6,18,The Doorman,23-Feb-95,"Tom Gammill, Max Pross",Andy Ackerman,S06E18,8.5,0.121496115,331,2960,0.11584637099999999,63,496,0.08489832900000001,41.0,359.0,0.18564634800000002,48.0,397.0,0.10395052199999999,47.0,479.0,0.122144541,199,1731,0.137015743,65.0,451.0,0.11105681199999999,67,778
100,6,19,The Jimmy,16-Mar-95,"Gregg Kavet, Andy Robin",Andy Ackerman,S06E19,9.1,0.174194679,303,2725,0.043663300999999995,67,515,0.147012195,49.0,451.0,0.197901377,67.0,581.0,0.113457111,57.0,450.0,0.127604156,240,1997,,,,0.301998626,63,728
101,6,20,The Doodle,6-Apr-95,"Alec Berg, Jeff Schaffer",Andy Ackerman,S06E20,8.5,0.06538480599999999,321,2909,-0.123358304,88,849,0.14675803199999998,52.0,498.0,0.18321734399999998,37.0,369.0,0.176073333,73.0,555.0,0.058864905,250,2271,0.08278398299999999,23.0,231.0,0.091889681,48,407
102,6,21,The Fusilli Jerry,27-Apr-95,Marjorie Gross,Andy Ackerman,S06E21,8.9,0.146107446,331,3089,0.162331598,82,845,0.134203866,54.0,569.0,0.269780263,42.0,456.0,0.270514976,51.0,414.0,0.196385814,229,2284,-0.031166497,47.0,394.0,0.036643066,55,411
103,6,22,The Diplomat's Club,4-May-95,"Tom Gammill, Max Pross",Andy Ackerman,S06E22,8.2,0.064397989,259,2437,-0.004280792,57,505,0.431383544,33.0,395.0,0.134648936,31.0,188.0,-0.070603731,30.0,268.0,0.1287809,151,1356,-0.229798165,15.0,109.0,0.007570988000000001,93,972
104,6,23,The Face Painter,11-May-95,Larry David,Andy Ackerman,S06E23,8.6,0.080380172,299,3016,0.058204862,84,761,0.230551738,42.0,489.0,0.08518449,52.0,735.0,-0.024310694,51.0,346.0,0.090618962,229,2331,-0.05469582,31.0,311.0,0.128888235,39,374
105,6,24,The Understudy,18-May-95,"Marjorie Gross, Carol Leifer",Andy Ackerman,S06E24,8.2,0.082448326,239,2568,0.013066666999999999,50,459,0.072035443,16.0,158.0,0.313895981,36.0,423.0,0.24858141399999997,39.0,382.0,0.17237362899999997,141,1422,-0.11171645,15.0,231.0,-0.008285792,83,915
106,7,1,The Engagement,21-Sep-95,Larry David,Andy Ackerman,S07E01,8.7,0.155518718,312,2575,0.148209538,84,650,0.30583409699999997,75.0,698.0,0.26400678,42.0,413.0,-0.026382895,40.0,380.0,0.19094708100000002,241,2141,0.062514931,44.0,288.0,-0.180556849,27,146
107,7,2,The Postponement,28-Sep-95,Larry David,Andy Ackerman,S07E02,8.4,0.043159214,308,3131,0.080875382,94,719,-0.07085325099999999,67.0,969.0,-0.13731046,29.0,239.0,0.243113396,58.0,530.0,0.034808913,248,2457,-0.009434973000000001,22.0,183.0,0.10454704699999999,38,491
108,7,3,The Maestro,5-Oct-95,Larry David,Andy Ackerman,S07E03,8.3,0.088601847,384,3574,0.094432425,90,697,0.12034275,60.0,669.0,0.088520679,70.0,648.0,0.11631371199999999,42.0,299.0,0.10309896199999999,262,2313,0.063375439,10.0,57.0,0.061945764,112,1204
109,7,4,The Wink,12-Oct-95,"Tom Gammill, Max Pross",Andy Ackerman,S07E04,8.8,0.103709235,340,3346,0.077587213,65,610,0.067799548,51.0,442.0,0.172197131,51.0,488.0,-0.053468025999999995,65.0,613.0,0.059708267999999995,232,2153,,,,0.18311751899999998,108,1193
110,7,5,The Hot Tub,19-Oct-95,"Gregg Kavet, Andy Robin",Andy Ackerman,S07E05,8.8,0.027138066000000002,282,3247,0.060962795,89,973,-0.18061522300000002,37.0,381.0,0.2175,28.0,341.0,-0.015828411,49.0,535.0,0.025202556,203,2230,,,,0.031382104,79,1017
111,7,6,The Soup Nazi,2-Nov-95,Spike Feresten,Andy Ackerman,S07E06,9.6,0.18704505600000002,393,3216,0.186937672,96,799,0.231399822,70.0,562.0,0.179025956,51.0,366.0,0.170752933,84.0,716.0,0.19123720800000002,301,2443,0.109615152,19.0,198.0,0.195896696,73,575
112,7,7,The Secret Code,9-Nov-95,"Alec Berg, Jeff Schaffer",Andy Ackerman,S07E07,8.6,0.062939834,299,2892,0.074645246,76,610,0.101211698,65.0,530.0,0.02086119,28.0,420.0,0.149909119,40.0,329.0,0.083249127,209,1889,0.18492381,10.0,84.0,0.010044396,80,919
113,7,8,The Pool Guy,16-Nov-95,David Mandel,Andy Ackerman,S07E08,8.5,0.066103276,354,3449,-0.004531185,106,869,0.066454196,60.0,703.0,0.075990452,52.0,597.0,0.236249076,58.0,487.0,0.07650576099999999,276,2656,0.131784426,35.0,244.0,-0.01341439,43,549
114,7,9,The Sponge,7-Dec-95,Peter Mehlman,Andy Ackerman,S07E09,8.5,0.074834528,325,3096,0.11645109699999999,70,775,-0.061959805,72.0,719.0,0.085757851,22.0,242.0,0.17854799100000002,46.0,423.0,0.065761788,210,2159,0.036693443,34.0,244.0,0.116529293,81,693
115,7,10,The Gum,14-Dec-95,"Tom Gammill, Max Pross",Andy Ackerman,S07E10,8.8,0.161449625,350,3196,0.073409669,56,362,0.07488689700000001,80.0,809.0,0.353379341,71.0,910.0,0.009788791,31.0,339.0,0.170269174,238,2420,,,,0.13394536099999999,112,776
116,7,11,The Rye,4-Jan-96,Carol Leifer,Andy Ackerman,S07E11,9.0,0.101014033,295,3000,0.11296200699999999,61,608,0.041607376,55.0,583.0,0.221138122,37.0,362.0,0.193297854,32.0,466.0,0.130295592,185,2019,-0.031039347999999998,46.0,460.0,0.104133205,64,521
117,7,12,The Caddy,25-Jan-96,"Gregg Kavet, Andy Robin",Andy Ackerman,S07E12,8.7,0.098130113,345,3530,0.038940152,69,660,0.206150298,41.0,503.0,0.108155714,57.0,490.0,0.261392604,36.0,338.0,0.135982471,203,1991,-0.099885106,6.0,47.0,0.053855764,136,1492
118,7,13,The Seven,1-Feb-96,"Alec Berg, Jeff Schaffer",Andy Ackerman,S07E13,8.3,0.119715717,345,3423,0.22427561,75,902,0.161927136,57.0,597.0,0.112510518,62.0,599.0,0.0070810759999999995,61.0,502.0,0.142275231,255,2600,-0.09096019699999999,29.0,407.0,0.18483677899999998,61,416
119,7,14,The Cadillac (1),8-Feb-96,"Larry David, Jerry Seinfeld",Andy Ackerman,S07E14,8.6,0.195761866,372,3215,0.131379359,88,562,0.447236175,70.0,821.0,0.306292647,36.0,340.0,0.19385593899999998,36.0,261.0,0.30027822600000004,230,1984,0.112125214,72.0,583.0,-0.048991667,70,648
120,7,15,The Cadillac (2),8-Feb-96,"Larry David, Jerry Seinfeld",Andy Ackerman,S07E15,8.6,0.17383946,266,2372,0.21855509,27,167,0.349681381,44.0,478.0,0.294863158,4.0,19.0,0.092769259,64.0,553.0,0.21409219399999999,139,1217,0.012866741999999999,60.0,445.0,0.205734225,67,710
121,7,16,The Shower Head,15-Feb-96,"Peter Mehlman, Marjorie Gross",Andy Ackerman,S07E16,8.6,0.022207991,314,3216,-0.10759299900000001,75,957,0.182012045,36.0,357.0,0.0034471859999999997,25.0,231.0,0.148608613,55.0,476.0,0.016598615,191,2021,0.031358104,87.0,728.0,0.032219272,36,467
122,7,17,The Doll,22-Feb-96,"Tom Gammill, Max Pross",Andy Ackerman,S07E17,8.3,0.133523026,313,3813,0.11697850800000001,75,1019,0.091856061,39.0,462.0,0.265117372,33.0,449.0,0.16239718,44.0,532.0,0.14909488199999998,191,2462,0.062584251,53.0,654.0,0.145081205,69,697
123,7,18,The Friars Club (a.k.a. The Gypsies),7-Mar-96,David Mandel,Andy Ackerman,S07E18,8.0,0.091407611,389,3127,0.05751972,137,928,0.20006366399999997,78.0,655.0,0.118028274,45.0,481.0,0.033999233999999996,33.0,261.0,0.10755501099999999,293,2325,0.143675472,9.0,53.0,0.037585314,87,749
124,7,19,The Wig Master,4-Apr-96,Spike Feresten,Andy Ackerman,S07E19,8.3,0.100346815,355,3108,-0.013065374,73,722,0.035898517000000005,38.0,472.0,0.170646278,53.0,497.0,0.19937231100000002,68.0,437.0,0.084326974,232,2128,0.21153076899999998,8.0,52.0,0.130851832,115,928
125,7,20,The Calzone,25-Apr-96,"Alec Berg, Jeff Schaffer",Andy Ackerman,S07E20,9.0,0.052971557,296,2897,-0.06559105400000001,71,626,0.14758143599999998,48.0,571.0,0.249095225,40.0,356.0,-0.006734756,54.0,328.0,0.068940936,213,1881,0.157898907,14.0,183.0,-0.0061402159999999996,69,833
126,7,21,The Bottle Deposit (1),2-May-96,"Gregg Kavet, Andy Robin",Andy Ackerman,S07E21,8.9,0.129933096,267,2813,-0.011794035,65,570,0.146273824,46.0,489.0,0.086288426,26.0,216.0,0.238504348,32.0,299.0,0.09832045699999999,169,1574,-0.063746087,23.0,230.0,0.223396432,75,1009
127,7,22,The Bottle Deposit (2),2-May-96,"Gregg Kavet, Andy Robin",Andy Ackerman,S07E22,8.9,0.182815566,261,2801,0.148522556,51,399,0.12063116900000001,19.0,231.0,0.026798901,47.0,455.0,0.063630252,34.0,238.0,0.086518367,151,1323,0.069854203,35.0,345.0,0.329658341,75,1133
128,7,23,The Wait Out,9-May-96,Peter Mehlman,Andy Ackerman,S07E23,8.5,0.15343733199999998,309,3426,0.016741781,81,730,0.43050244299999996,39.0,614.0,0.040431974,41.0,466.0,0.219767164,56.0,670.0,0.17848197600000001,217,2480,0.309044706,6.0,85.0,0.065937515,86,861
129,7,24,The Invitations,16-May-96,Larry David,Andy Ackerman,S07E24,8.9,0.098559866,332,2696,0.07765537,84,717,0.187575,77.0,596.0,0.015769178000000002,59.0,438.0,0.013334211,20.0,190.0,0.091145801,240,1941,0.039591626,26.0,203.0,0.146315761,66,552
130,8,1,The Foundation,19-Sep-96,"Alec Berg, Jeff Schaffer",Andy Ackerman,S08E01,8.4,0.054722059,315,2720,0.041468692,92,757,0.19377263399999997,65.0,486.0,-0.09437944599999999,37.0,433.0,-0.024105714,52.0,455.0,0.034599202,246,2131,,,,0.127526486,69,589
131,8,2,The Soul Mate,26-Sep-96,Peter Mehlman,Andy Ackerman,S08E02,8.2,0.088134926,306,2909,0.114135116,69,561,-0.145233016,47.0,630.0,0.125273591,47.0,337.0,0.275212368,40.0,380.0,0.0625424,203,1908,0.18255175699999998,27.0,313.0,0.116155378,76,688
132,8,3,The Bizarro Jerry,3-Oct-96,David Mandel,Andy Ackerman,S08E03,9.2,0.166691235,302,2989,0.129218035,89,804,0.262438716,41.0,545.0,0.11761618,38.0,377.0,0.195459298,50.0,570.0,0.175380444,218,2296,,,,0.137902742,84,693
133,8,4,The Little Kicks,10-Oct-96,Spike Feresten,Andy Ackerman,S08E04,9.0,-0.00687076,324,3054,-0.163477114,95,1005,0.094609859,48.0,355.0,0.024553231000000002,61.0,588.0,0.175593533,57.0,634.0,-0.00191495,261,2582,-0.033397333,7.0,75.0,-0.034090932000000004,56,397
134,8,5,The Package,17-Oct-96,Jennifer Crittenden,Andy Ackerman,S08E05,8.8,0.118463626,325,2675,0.0034357140000000003,74,462,0.153122811,55.0,434.0,0.177901274,44.0,471.0,0.096727309,53.0,498.0,0.107240912,226,1865,0.298562542,24.0,299.0,0.054042466,75,511
135,8,6,The Fatigues,31-Oct-96,"Gregg Kavet, Andy Robin",Andy Ackerman,S08E06,8.3,0.005629065999999999,271,2601,0.061657033,76,519,-0.13485119,34.0,336.0,-0.014616958999999999,31.0,342.0,0.144037604,35.0,359.0,0.021465617000000003,176,1556,-0.233622148,21.0,298.0,0.06808581,74,747
136,8,7,The Checks,7-Nov-96,"Steve O'Donnell and Tom Gammill, Max Pross",Andy Ackerman,S08E07,8.4,0.180423107,357,3276,0.099099125,104,800,0.074111359,44.0,537.0,0.341770759,52.0,619.0,0.19373628899999998,57.0,485.0,0.17394317899999998,257,2441,,,,0.199366228,100,835
137,8,8,The Chicken Roaster,14-Nov-96,"Alec Berg, Jeff Schaffer",Andy Ackerman,S08E08,9.1,0.081263902,319,2978,0.01301202,80,782,0.05079588,51.0,534.0,0.037846627,46.0,504.0,0.169243093,52.0,485.0,0.060068547,229,2305,0.303853763,14.0,93.0,0.12980603400000001,76,580
138,8,9,The Abstinence,21-Nov-96,Steve Koren,Andy Ackerman,S08E09,9.1,0.098749948,309,2877,0.09938387900000001,85,763,0.20023884,59.0,569.0,0.034006897,36.0,319.0,0.17451381100000002,39.0,391.0,0.13165959800000002,219,2042,,,,0.018269102,90,835
139,8,10,The Andrea Doria,19-Dec-96,Spike Feresten,Andy Ackerman,S08E10,8.5,-0.014052829,301,3606,-0.022460462,83,822,-0.133146335,46.0,805.0,-0.157626411,33.0,443.0,0.30644233,33.0,515.0,-0.014567118,195,2585,0.0040542370000000005,34.0,472.0,-0.027198725,72,549
140,8,11,The Little Jerry,9-Jan-97,Jennifer Crittenden,Andy Ackerman,S08E11,8.5,0.09324067,345,3076,0.047728615,95,657,0.13352527,53.0,649.0,0.025579004,52.0,462.0,0.089233163,39.0,392.0,0.07630208299999999,239,2160,0.283709859,6.0,71.0,0.120535385,100,845
141,8,12,The Money,16-Jan-97,Peter Mehlman,Andy Ackerman,S08E12,8.0,0.129657404,362,3397,0.11146444400000001,60,495,0.095042653,57.0,490.0,0.16767301,50.0,515.0,0.1853025,52.0,440.0,0.138984794,219,1940,0.084751761,90.0,852.0,0.162987107,53,605
142,8,13,The Comeback,30-Jan-97,"Gregg Kavet, Andy Robin",David Owen Trainor,S08E13,8.8,0.082115925,286,2945,0.127664474,61,608,0.143012274,35.0,497.0,0.132505505,46.0,545.0,-0.039529643999999996,64.0,506.0,0.093186735,206,2156,,,,0.051864132,80,789
143,8,14,The Van Buren Boys,6-Feb-97,Darin Henry,Andy Ackerman,S08E14,8.3,0.15450076599999998,301,3525,0.268665498,51,542,0.15393520900000002,54.0,693.0,0.169350565,49.0,797.0,0.038386965,42.0,491.0,0.16096480400000002,196,2523,0.21181265800000001,11.0,79.0,0.13192611099999998,94,923
144,8,15,The Susie,13-Feb-97,David Mandel,Andy Ackerman,S08E15,8.7,0.098177456,295,2932,0.003316807,70,476,0.14185409599999999,54.0,586.0,0.14303364,59.0,761.0,-0.012804908,55.0,489.0,0.08100878,238,2312,,,,0.1622,57,620
145,8,16,The Pothole,20-Feb-97,Steve O'Donnell and Dan O'Keefe,Andy Ackerman,S08E16,8.8,0.168841532,297,2728,0.1872753,91,834,0.239919904,34.0,417.0,0.35150488700000004,42.0,532.0,0.039441045,62.0,536.0,0.20024803800000002,229,2319,-0.021096429,4.0,28.0,-0.008359055,64,381
146,8,17,The English Patient,13-Mar-97,Steve Koren,Andy Ackerman,S08E17,8.7,0.09994688,387,3189,0.069192768,103,719,0.170771198,42.0,434.0,0.037130905,45.0,398.0,-0.020748936000000003,41.0,376.0,0.067898703,231,1927,0.168141154,26.0,260.0,0.143885329,130,1002
147,8,18,The Nap,10-Apr-97,"Gregg Kavet, Andy Robin",Andy Ackerman,S08E18,8.9,0.011935101000000002,281,2715,0.023092214,58,411,0.069881465,44.0,437.0,-0.046190582,39.0,361.0,0.10961858,54.0,479.0,0.044941706,195,1688,,,,-0.042315287,86,1027
148,8,19,The Yada Yada,24-Apr-97,Peter Mehlman and Jill Franklyn,Andy Ackerman,S08E19,9.0,0.137134525,294,2798,0.12448367,80,643,0.102309963,32.0,271.0,0.13627714300000002,39.0,350.0,0.246435878,36.0,524.0,0.159171365,187,1788,,,,0.098122772,107,1010
149,8,20,The Millennium,1-May-97,Jennifer Crittenden,Andy Ackerman,S08E20,8.3,0.051351984,305,3049,0.08963283300000001,90,600,-0.09966266300000001,37.0,383.0,0.19800683800000002,55.0,702.0,-0.120803597,30.0,278.0,0.061653744,212,1963,0.153417895,13.0,190.0,0.007138951,80,896
150,8,21,The Muffin Tops,8-May-97,Spike Feresten,Andy Ackerman,S08E21,8.7,0.109447255,287,3005,0.072823529,56,493,0.09572835199999999,40.0,455.0,0.145238626,62.0,655.0,0.10711300000000001,38.0,400.0,0.108554618,196,2003,0.116339474,3.0,38.0,0.11103029,88,964
151,8,22,The Summer of George,15-May-97,"Alec Berg, Jeff Schaffer",Andy Ackerman,S08E22,8.7,0.067811362,328,2746,0.12457723400000001,100,593,0.055361092,59.0,586.0,0.101252083,49.0,480.0,-0.08701506,35.0,332.0,0.063298795,243,1991,,,,0.07971139099999999,85,755
152,9,1,The Butter Shave,25-Sep-97,"Alec Berg, Jeff Schaffer, David Mandel",Andy Ackerman,S09E01,8.6,0.05059076,312,2738,-0.077482902,89,696,0.163751629,64.0,614.0,0.128099768,45.0,431.0,-0.015996117,30.0,309.0,0.047260292999999995,228,2050,0.011947222,31.0,252.0,0.088585321,53,436
153,9,2,The Voice,2-Oct-97,"Alec Berg, Jeff Schaffer, David Mandel",Andy Ackerman,S09E02,8.6,0.130478131,372,3178,0.150532828,117,990,0.18464322,54.0,472.0,0.0039912459999999995,54.0,594.0,0.21631428600000002,52.0,413.0,0.132801823,277,2469,0.160275,13.0,92.0,0.11673662900000001,82,617
154,9,3,The Serenity Now,9-Oct-97,Steve Koren,Andy Ackerman,S09E03,9.0,0.158670162,307,3080,0.06586258099999999,77,620,0.238279847,58.0,655.0,0.119467713,36.0,446.0,0.29859119300000003,52.0,545.0,0.182225463,223,2266,0.03658246,41.0,439.0,0.159257333,43,375
155,9,4,The Blood,16-Oct-97,Dan O'Keefe,Andy Ackerman,S09E04,8.4,0.07939952,303,2918,-0.002401192,89,671,0.267651807,44.0,498.0,0.112242406,53.0,665.0,0.030584472,42.0,483.0,0.095422054,228,2317,-0.026867347000000003,18.0,147.0,0.032036123,57,454
156,9,5,The Junk Mail,30-Oct-97,Spike Feresten,Andy Ackerman,S09E05,8.3,0.124039543,321,3108,0.07698142200000001,77,689,0.038511434,57.0,516.0,0.05770046400000001,59.0,646.0,0.31632,23.0,220.0,0.08680685699999999,216,2071,0.278249698,48.0,497.0,0.124903333,57,540
157,9,6,The Merv Griffin Show,6-Nov-97,Bruce Eric Kaplan,Andy Ackerman,S09E06,9.2,0.12434771300000001,298,3257,0.08764448,68,625,0.155362105,49.0,475.0,0.18720045,58.0,889.0,0.146106653,47.0,481.0,0.147883927,222,2470,-0.111038372,12.0,86.0,0.07029457900000001,64,701
158,9,7,The Slicer,13-Nov-97,"Gregg Kavet, Andy Robin",Andy Ackerman,S09E07,8.6,0.025825802999999998,344,3267,0.004585250999999999,81,617,-0.044294657,75.0,861.0,0.178259862,81.0,872.0,-0.017591702,61.0,470.0,0.039668759,298,2820,,,,-0.061505593,46,447
159,9,8,The Betrayal,20-Nov-97,"David Mandel, Peter Mehlman",Andy Ackerman,S09E08,9.1,0.08218061900000001,438,3942,0.06944885099999999,100,827,0.109708005,67.0,787.0,0.24259695399999998,51.0,591.0,0.0066453319999999995,79.0,814.0,0.096905763,297,3019,0.20426578899999998,15.0,114.0,0.010026205,126,809
160,9,9,The Apology,11-Dec-97,Jennifer Crittenden,Andy Ackerman,S09E09,8.5,0.086857159,318,3471,0.030929567999999998,67,602,0.156713215,62.0,734.0,0.19074027,41.0,519.0,0.177179707,45.0,547.0,0.137201749,215,2402,0.012643523,22.0,193.0,-0.034837442999999996,81,876
161,9,10,The Strike,18-Dec-97,"Dan O'Keefe, Alec Berg, Jeff Schaffer",Andy Ackerman,S09E10,8.9,0.110947365,365,3454,0.097557935,71,523,0.161651734,66.0,692.0,0.209462378,51.0,614.0,0.023636851,54.0,578.0,0.12677931,242,2407,-0.039385676,30.0,370.0,0.136819941,93,677
162,9,11,The Dealership,8-Jan-98,Steve Koren,Andy Ackerman,S09E11,8.7,0.075402055,352,3941,0.071090113,71,799,-0.011121021000000002,76.0,1313.0,0.170427135,37.0,527.0,0.174469497,40.0,318.0,0.06340733900000001,224,2957,0.11185588199999999,37.0,340.0,0.111231366,91,644
163,9,12,The Reverse Peephole (a.k.a. The Man Fur),15-Jan-98,Spike Feresten,Andy Ackerman,S09E12,8.5,0.17880785100000002,332,2917,0.07765412,84,619,0.134537136,45.0,412.0,0.24353080600000002,58.0,633.0,0.282690185,57.0,540.0,0.18616374800000002,244,2204,0.109052716,36.0,313.0,0.19286025,52,400
164,9,13,The Cartoon,29-Jan-98,Bruce Eric Kaplan,Andy Ackerman,S09E13,8.2,0.178734681,275,3117,-0.072123934,89,844,0.046930343,47.0,379.0,0.267331742,32.0,419.0,0.320483587,52.0,658.0,0.121654,220,2300,0.59765,2.0,34.0,0.328214176,53,783
165,9,14,The Strongbox,5-Feb-98,Dan O'Keefe,Andy Ackerman,S09E14,8.1,0.01379519,338,3555,-0.056494505,102,1001,0.030873994,60.0,696.0,0.101479021,40.0,572.0,0.12247024199999999,68.0,662.0,0.035502764,270,2931,,,,-0.08816778800000001,68,624
166,9,15,The Wizard,26-Feb-98,Steve Lookner,Andy Ackerman,S09E15,8.3,0.086928169,341,3014,0.123716639,65,607,-0.013366206,58.0,651.0,0.254786775,38.0,431.0,0.081354622,65.0,476.0,0.099275982,226,2165,0.112005362,41.0,373.0,0.011115546,74,476
167,9,16,The Burning,19-Mar-98,Jennifer Crittenden,Andy Ackerman,S09E16,8.6,0.021662567999999997,287,2773,-0.026891846,67,650,0.027382478999999998,56.0,702.0,0.348892233,30.0,309.0,0.053623355,44.0,304.0,0.064046819,197,1965,-0.036034167,21.0,120.0,-0.089327907,69,688
168,9,17,The Bookstore,9-Apr-98,Spike Feresten,Andy Ackerman,S09E17,8.5,0.05076707900000001,301,3074,-0.0521059,76,678,0.025761807999999997,36.0,343.0,0.24162275600000002,37.0,479.0,0.060135194,36.0,412.0,0.059634676,185,1912,0.09714968800000001,36.0,320.0,0.013003088000000001,80,842
169,9,18,The Frogger,23-Apr-98,"Gregg Kavet, Andy Robin",Andy Ackerman,S09E18,9.0,0.085209714,299,2697,0.111629534,72,579,0.123638846,54.0,520.0,-0.058960684000000006,33.0,351.0,0.04203653,41.0,438.0,0.067077595,200,1888,,,,0.127525464,99,809
170,9,19,The Maid,30-Apr-98,"Alec Berg, David Mandel, Jeff Schaffer",Andy Ackerman,S09E19,8.3,0.056641422999999996,364,2740,0.06453021,105,619,0.055882067,45.0,329.0,0.095593896,56.0,557.0,0.018076821,58.0,453.0,0.061166495999999994,264,1958,,,,0.045311381,100,782
171,9,20,The Puerto Rican Day,7-May-98,"Alec Berg, Jennifer Crittenden, Spike Feresten, Bruce Eric Kaplan, Gregg Kavet, Steve Koren, David Mandel, Dan O'Keefe, Andy Robin and Jeff Schaffer.",Andy Ackerman,S09E20,8.2,0.072542852,316,2784,0.011879316000000001,75,585,0.038387991,49.0,433.0,0.12403696,57.0,717.0,0.086721158,48.0,449.0,0.069342353,229,2184,,,,0.084192667,87,600
172,9,23,The Finale,14-May-98,Larry David,Andy Ackerman,S09E23,7.7,0.035248511,713,6986,0.071567091,151,1334,-0.022854667000000002,126.0,975.0,0.170964477,38.0,411.0,0.140492479,75.0,585.0,0.06827282900000001,390,3305,0.01713093,45.0,527.0,0.003670387,278,3154
