,Season,EpisodeNo,Title,AirDate,Writers,Director,SEID,IMDBrating,Viewers,PosTotal,NegTotal,CompTotal,LineCountTotal,WordCountTotal,PosJerry,NegJerry,CompJerry,LineCountJerry,WordCountJerry,PosGeorge,NegGeorge,CompGeorge,LineCountGeorge,WordCountGeorge,PosKramer,NegKramer,CompKramer,LineCountKramer,WordCountKramer,PosElaine,NegElaine,CompElaine,LineCountElaine,WordCountElaine,PosSecond,NegSecond,CompSecond,LineCountSecond,WordCountSecond,PosOther,NegOther,CompOther,LineCountOther,WordCountOther,TwoParter,Pilot,Finale
66,5,4,The Sniffing Accountant,7-Oct-93,"Larry David, Jerry Seinfeld",Tom Cherones,S05E04,8.3,,0.107639947,0.156510053,0.037143233,347,3044,0.074113846,-0.022237077,0.060396923,80,650,0.131242424,0.234426061,0.024421212,32,330,0.113650633,0.240098228,0.01523038,49,395,0.14776244,0.276591011,0.034030498,61,623,0.08781382,0.161660269,0.03093666,58,521,0.101853333,0.118343048,0.042689524,67,525,0,0,0
67,5,5,The Bris,14-Oct-93,Larry Charles,Tom Cherones,S05E05,8.3,,0.101027418,-0.066936246,0.081070202,268,3319,0.097178622,0.050247117,0.053677918,70,711,0.120136662,0.087946912,0.08488042,43,761,0.057982222,-0.075494222,0.054744444,46,450,0.138927928,0.177851952,0.056426426,44,333,,,,,,0.096275376,-0.329010338,0.115496241,65,1064,0,0,0
68,5,6,The Lip Reader,28-Oct-93,Carol Leifer,Tom Cherones,S05E06,8.6,,0.114652149,0.184878079,0.050682434,297,3467,0.115600971,0.269583495,0.038345631,79,1030,0.104585308,0.184040521,0.03935782,75,844,0.143754902,0.28371299,0.035914216,42,408,0.130151648,0.070138022,0.083826374,33,455,0,0,0,3,93,0.113483516,0.094667818,0.078819466,65,637,0,0,0
69,5,7,The Non-Fat Yogurt,4-Nov-93,Larry David,Tom Cherones,S05E07,8.6,,0.123017139,0.100561514,0.049599564,340,3209,0.106767773,0.073802528,0.053668246,74,633,0.123059211,0.079110088,0.054442982,55,456,0.136916168,0.174278743,0.029488024,47,334,0.099595385,0.103724462,0.042195385,63,650,0.120055,0.1603365,0.0335275,34,400,0.152953804,0.068133288,0.0675,67,736,0,0,0
70,5,8,The Barber,11-Nov-93,Andy Robin,Tom Cherones,S05E08,8.4,,0.130431613,0.111659942,0.049766871,291,2771,0.105143654,-0.096419526,0.0757894,76,717,0.177656315,0.302766046,0.031503106,51,483,0.091256098,0.006710976,0.063117886,35,246,0.136073529,0.273846691,0.032875,27,272,0.144262857,0.103690857,0.058691429,19,175,0.131575171,0.15720205,0.038276765,83,878,0,0,0
71,5,9,The Masseuse,18-Nov-93,Peter Mehlman,Tom Cherones,S05E09,8,,0.11946396,0.098420401,0.074679157,370,3843,0.139493551,-0.077088478,0.10016767,97,1163,0.126824096,0.245529639,0.065009639,64,830,0.08853719,0.093273278,0.063173554,29,363,0.134569106,0.306987154,0.047772358,57,615,,,,,,0.087965596,0.04752133,0.073654817,123,872,0,0,0
72,5,10,The Cigar Store Indian,9-Dec-93,"Tom Gammill, Max Pross",Tom Cherones,S05E10,8.5,,0.114245695,0.147364606,0.040036285,339,3252,0.112326761,0.14931108,0.045156808,80,1065,0.111942308,0.118491758,0.036659341,44,364,0.175438017,0.321806336,0.020225895,37,363,0.100299754,0.033284767,0.056552826,60,407,0.04074359,0.006102564,0.033307692,35,312,0.126766532,0.195432928,0.037801619,83,741,0,0,0
73,5,11,The Conversion,16-Dec-93,Bruce Kirschbaum,Tom Cherones,S05E11,8.3,,0.116630243,0.126548455,0.055201987,302,2718,0.0832574,0.110623423,0.051907336,76,777,0.096559932,0.079552568,0.060090753,60,584,0.149466063,0.163913575,0.065696833,34,221,0.132512821,0.147077885,0.036775641,38,312,0.031764706,0.026242017,0.012672269,16,119,0.167039716,0.179162553,0.06682695,78,705,0,0,0
74,5,12,The Stall,6-Jan-94,Larry Charles,Tom Cherones,S05E12,8.7,,0.109669512,0.140737805,0.060680183,357,3280,0.101094359,0.169540718,0.052414359,94,975,0.152247619,0.264496381,0.041712381,48,525,0.099308901,0.091784293,0.045884817,56,382,0.113178191,0.163390824,0.061466755,80,752,,,,,,0.090051084,-0.000734211,0.096404025,79,646,0,0,0
75,5,13,The Dinner Party,3-Feb-94,Larry David,Tom Cherones,S05E13,8.4,,0.096797263,0.047641688,0.066602509,347,3507,0.1124533,0.12101594,0.067054795,75,803,0.078914204,-0.018401907,0.07785796,80,1049,0.122768224,0.174776449,0.058349533,59,535,0.094634146,0.004935192,0.066182346,92,861,,,,,,0.07423166,-0.033001544,0.038057915,41,259,0,0,0
76,5,14,The Marine Biologist,10-Feb-94,"Ron Hague, Charlie Rubin",Tom Cherones,S05E14,9.3,,0.124281593,0.243763297,0.043602198,351,3640,0.124361353,0.20485343,0.050807729,106,1035,0.117670975,0.327145241,0.042627497,53,851,0.118931319,0.228143132,0.049431319,33,364,0.143802228,0.247443315,0.038310585,75,718,,,,,,0.114571429,0.202628125,0.036235119,84,672,0,0,0
77,5,15,The Pie,17-Feb-94,"Tom Gammill, Max Pross",Tom Cherones,S05E15,8.7,,0.104056283,0.073733901,0.065455825,304,3056,0.100941176,0.043055647,0.056897647,77,850,0.085498428,0.073650943,0.073349057,53,636,0.121770781,0.070525945,0.051559194,36,397,0.072948498,0.088221245,0.060197425,45,466,,,,,,0.135052334,0.102944272,0.07991372,93,707,0,0,0
78,5,16,The Stand-In,24-Feb-94,Larry David,Tom Cherones,S05E16,7.9,,0.101058562,0.064269498,0.063062726,346,3603,0.128625,0.166924643,0.056652381,82,840,0.09001173,0.122821994,0.066495601,57,682,0.141839286,0.238130655,0.038401786,43,336,0.124334572,0.224116357,0.034475836,36,269,,,,,,0.076949187,-0.089917005,0.075948509,128,1476,0,0,0
79,5,17,The Wife,17-Mar-94,Peter Mehlman,Tom Cherones,S05E17,8.2,,0.126214796,0.14437535,0.058122785,347,3217,0.139781285,0.1857823,0.061669673,91,887,0.071672241,0.053374916,0.05732107,25,299,0.071373444,-0.007736929,0.051564315,24,241,0.157569983,0.249580438,0.044924115,58,593,0,-0.113807143,0.088107143,10,56,0.131443471,0.126156091,0.062348817,139,1141,0,0,0
80,5,18,The Raincoats,April 28 1994,"Tom Gammill, Max Pross and Larry David, Jerry Seinfeld",Tom Cherones,S05E18,8.6,,0.097261248,0.107992007,0.042562837,730,6668,0.089987058,0.063865746,0.046352028,149,1159,0.096666667,0.138824094,0.030230978,100,1104,0.098843537,0.126211224,0.040244898,72,588,0.119424757,0.283146359,0.020014563,44,412,0.09474397,0.090520362,0.041628015,247,2156,0.100826261,0.085490873,0.060089672,118,1249,1,0,0
81,5,20,The Fire,5-May-94,Larry Charles,Tom Cherones,S05E20,8.8,,0.149536479,0.222934803,0.05826824,294,3221,0.130641849,0.164491528,0.060979461,71,779,0.139990506,0.341136234,0.053962025,54,632,0.137278455,0.308312195,0.037581301,34,492,0.147704225,0.042901408,0.065812207,26,213,0,-0.524544,0.28368,3,25,0.178158333,0.209835185,0.061550926,106,1080,0,0,0
82,5,21,The Hamptons,12-May-94,"Peter Mehlman, Carol Leifer",Tom Cherones,S05E21,9.1,,0.129521166,0.138626301,0.054549271,314,2882,0.093135952,0.035460121,0.071953172,79,662,0.130682642,0.140676036,0.054063472,67,772,0.135660377,0.193081447,0.053575472,38,318,0.168882488,0.293588249,0.023465438,48,434,,,,,,0.135491379,0.112970259,0.058362069,82,696,0,0,0
83,5,22,The Opposite,19-May-94,"Andy Cowan and Larry David, Jerry Seinfeld",Tom Cherones,S05E22,9.6,,0.130035153,0.217936417,0.046493987,299,3243,0.11701059,0.220367171,0.054295008,65,661,0.132308546,0.280024306,0.049786903,43,901,0.14559633,0.236485321,0.023155963,24,218,0.091692015,0.045208365,0.060376426,60,526,0.280025,0.6397525,0,3,40,0.149363434,0.231749944,0.037042363,104,897,0,0,0
84,6,1,The Chaperone,22-Sep-94,"Larry David, Bill Masters, Bob Shaw",Andy Ackerman,S06E01,8.2,,0.122837479,0.073769608,0.081612266,296,2935,0.096865533,0.137918238,0.069757342,67,647,0.103596311,0.069308811,0.068680328,41,488,0.137921384,0.024131447,0.104992138,42,636,0.193112676,0.269405986,0.030591549,39,284,,,,,,0.119021591,0.001817159,0.097068182,107,880,0,0,0
85,6,2,The Big Salad,29-Sep-94,Larry David,Andy Ackerman,S06E02,8.4,,0.131722513,0.06725082,0.075353927,291,2865,0.094767834,-0.123115953,0.119594034,89,771,0.160117083,0.294741267,0.046731286,40,521,0.108705426,0.016028682,0.09069509,27,387,0.157768421,0.151326579,0.077228947,59,380,0.243801653,0.301170248,0.063595041,13,121,0.130477372,0.049470073,0.03969927,63,685,0,0,0
86,6,3,The Pledge Drive,6-Oct-94,"Tom Gammill, Max Pross",Andy Ackerman,S06E03,8.4,,0.124109722,0.126390382,0.061498958,322,2880,0.14458072,0.160303717,0.059563298,97,861,0.10319685,0.158672441,0.038091864,36,381,0.14962156,0.224952982,0.049100917,39,436,0.137257075,0.135308726,0.097591981,53,424,,,,,,0.090233933,0.012953985,0.062381748,97,778,0,0,0
87,6,4,The Chinese Woman,13-Oct-94,Peter Mehlman,Andy Ackerman,S06E04,8.3,,0.082661684,0.058847346,0.057815131,318,3278,0.094197072,0.034841892,0.070586712,91,888,0.054234801,-0.079877987,0.043324948,39,477,0.105653025,0.194008363,0.06408363,43,562,0.08590846,0.147208599,0.044833564,69,721,0.063550661,-0.012110132,0.055995595,30,227,0.063784119,-0.030663275,0.062332506,46,403,0,0,0
88,6,5,The Couch,27-Oct-94,Larry David,Andy Ackerman,S06E05,8.3,,0.116966764,0.11213203,0.056237211,331,3069,0.138183471,0.188682479,0.057846281,77,605,0.128414938,0.15443278,0.053939834,41,482,0.105135484,0.196319355,0.02987957,37,465,0.144985748,0.162810926,0.041023753,56,421,,,,,,0.09447719,-0.003912591,0.073385949,120,1096,0,0,0
89,6,6,The Gymnast,3-Nov-94,"Alec Berg, Jeff Schaffer",Andy Ackerman,S06E06,8.4,,0.10579843,0.129550361,0.061889482,283,3185,0.102347188,0.160460758,0.051933985,81,818,0.12488141,0.134552724,0.085004808,42,624,0.118443623,0.217651386,0.058951941,46,541,0.129730594,0.163940868,0.053641553,44,438,,,,,,0.071232984,0.010267801,0.060477749,70,764,0,0,0
90,6,7,The Soup,10-Nov-94,Fred Stoller,Andy Ackerman,S06E07,8.4,,0.130969785,0.157944553,0.061153989,391,3773,0.120330153,0.064851431,0.063265267,133,1048,0.139343247,0.226345229,0.080525403,68,807,0.173108597,0.132780317,0.073067873,38,442,0.136225728,0.236179854,0.015509709,51,412,,,,,,0.115558271,0.177918139,0.057107143,101,1064,0,0,0
91,6,8,The Mom & Pop Store,17-Nov-94,"Tom Gammill, Max Pross",Andy Ackerman,S06E08,8.3,,0.089809191,0.086525593,0.047985393,293,3286,0.098521848,0.107996504,0.050229713,76,801,0.102895,0.176312167,0.03826,54,600,0.073929487,-0.004546635,0.04550641,46,624,0.091628676,0.020385662,0.048448529,31,272,,,,,,0.084332659,0.090316279,0.05350455,86,989,0,0,0
92,6,9,The Secretary,8-Dec-94,"Carol Leifer, Marjorie Gross",David Owen Trainor,S06E09,8.3,,0.130801923,0.283097091,0.032813053,325,3953,0.102957759,0.230884848,0.033915519,92,1089,0.128661269,0.303677058,0.030278003,45,741,0.124258824,0.195360392,0.035364706,51,510,0.1365,0.292911914,0.029027344,44,512,,,,,,0.160164396,0.356966213,0.034007266,93,1101,0,0,0
93,6,10,The Race,15-Dec-94,"Tom Gammill, Max Pross and Larry David",Andy Ackerman,S06E10,9,,0.136719927,0.188269046,0.051918591,295,3292,0.093148387,-0.042940903,0.051376774,62,775,0.155660938,0.292039844,0.045395313,50,640,0.145665468,0.222516187,0.03105036,30,278,0.230919897,0.31914677,0.060250646,45,387,,,,,,0.122448845,0.2316717,0.057835809,108,1212,0,0,0
94,6,11,The Switch,5-Jan-95,Bruce Kirschbaum and Sam Kass,Andy Ackerman,S06E11,9,,0.113370762,0.10877058,0.061454612,314,2743,0.106650888,0.073290414,0.060745562,74,845,0.126931319,0.238718956,0.043351648,81,728,0.087144201,0.016887461,0.060874608,41,319,0.106253197,0.03291867,0.10386445,51,391,0.198054054,0.262248649,0.060108108,5,37,0.122406619,0.081982033,0.055380615,62,423,0,0,0
95,6,12,The Label Maker,19-Jan-95,"Alec Berg, Jeff Schaffer",Andy Ackerman,S06E12,8.7,,0.144257413,0.201291893,0.051170032,333,3170,0.166438919,0.278635784,0.042221622,112,925,0.141558638,0.202399369,0.049218159,72,793,0.144846591,0.015438068,0.101928977,28,352,0.124306373,0.275086029,0.020617647,42,408,0.170770909,0.399055636,0.051778182,20,275,0.101724221,-0.018117746,0.061376499,59,417,0,0,0
96,6,13,The Scofflaw,26-Jan-95,Peter Mehlman,Andy Ackerman,S06E13,8.3,,0.116310479,0.137384755,0.063162207,350,3588,0.113900662,0.043684636,0.081018543,77,755,0.123093089,0.104229478,0.060502116,93,709,0.124301339,0.204021875,0.045904018,42,448,0.073413088,-0.041049489,0.096576687,41,489,0.12256,0.220544,0.04224,7,50,0.128707124,0.267106508,0.046313105,90,1137,0,0,0
97,6,16,The Beard,9-Feb-95,Carol Leifer,Andy Ackerman,S06E16,8.4,,0.144551737,0.12377298,0.073570018,297,2735,0.126586253,-0.001831671,0.085045822,91,742,0.178825279,0.089392937,0.105273234,51,538,0.12628266,0.09190095,0.071190024,38,421,0.149665236,0.271842346,0.064214592,72,699,,,,,,0.141591045,0.188288657,0.019749254,45,335,0,0,0
98,6,17,The Kiss Hello,16-Feb-95,"Larry David, Jerry Seinfeld",Andy Ackerman,S06E17,8.4,,0.128110889,0.178763161,0.053837668,381,3499,0.146915186,0.290766236,0.051330372,124,1238,0.114900212,0.162511253,0.045390658,47,471,0.126285372,0.025763789,0.105755396,48,417,0.078720648,0.006376721,0.055194332,54,494,0.132100917,0.18702844,0.067431193,9,109,0.138068831,0.200910649,0.032124675,99,770,0,0,0
99,6,18,The Doorman,23-Feb-95,"Tom Gammill, Max Pross",Andy Ackerman,S06E18,8.5,,0.110926351,0.120606453,0.049234122,331,2960,0.103590726,0.115846371,0.023247984,63,496,0.128261838,0.081350139,0.085532033,41,359,0.123589421,0.185646348,0.055133501,48,397,0.092782881,0.103950522,0.048471816,47,479,0.118113082,0.134001109,0.023902439,65,451,0.10814653,0.111056812,0.061195373,67,778,0,0,0
100,6,19,The Jimmy,16-Mar-95,"Gregg Kavet, Andy Robin",Andy Ackerman,S06E19,9.1,,0.108664954,0.17352444,0.045798532,303,2725,0.055518447,0.041888932,0.035219417,67,515,0.111037694,0.132755876,0.07205765,49,451,0.12379346,0.196038726,0.049783133,67,581,0.083417778,0.113457111,0.023628889,57,450,,,,,,0.148324176,0.311063462,0.047538462,63,728,0,0,0
101,6,20,The Doodle,6-Apr-95,"Alec Berg, Jeff Schaffer",Andy Ackerman,S06E20,8.5,,0.116764868,0.064229082,0.064329667,321,2909,0.069844523,-0.125212839,0.076047114,88,849,0.153383534,0.150222088,0.065114458,52,498,0.104241192,0.183217344,0.029262873,37,369,0.133823423,0.169744324,0.050455856,73,555,0.13452381,0.082783983,0.096212121,23,231,0.147847666,0.091889681,0.071542998,48,407,0,0,0
102,6,21,The Fusilli Jerry,27-Apr-95,Marjorie Gross,Andy Ackerman,S06E21,8.9,,0.115272256,0.145759048,0.053963095,331,3089,0.111997633,0.161057988,0.046368047,82,845,0.091397188,0.134203866,0.042316344,54,569,0.137195175,0.269780263,0.039383772,42,456,0.170898551,0.270514976,0.069004831,51,414,0.090827411,-0.031166497,0.07948731,47,394,0.098136253,0.036643066,0.062257908,55,411,0,0,0
103,6,22,The Diplomat's Club,4-May-95,"Tom Gammill, Max Pross",Andy Ackerman,S06E22,8.2,,0.103840788,0.061234633,0.077549446,259,2437,0.067475248,-0.003143168,0.101748515,57,505,0.1746,0.410412405,0.0304,33,395,0.137920213,0.134648936,0.021611702,31,188,0.070272388,-0.070603731,0.083354478,30,268,0.039045872,-0.229798165,0.159706422,15,109,0.103909465,0.007570988,0.084143004,93,972,0,0,0
104,6,23,The Face Painter,11-May-95,Larry David,Andy Ackerman,S06E23,8.6,,0.148444629,0.097285776,0.082915119,299,3016,0.1460841,0.058204862,0.08965703,84,761,0.143644172,0.225395706,0.04895092,42,489,0.152738776,0.087009796,0.080755102,52,735,0.170083815,0.126460983,0.112887283,51,346,0.136196141,-0.05469582,0.113681672,31,311,0.141251337,0.128888235,0.064537433,39,374,0,0,0
105,6,24,The Understudy,18-May-95,"Marjorie Gross, Carol Leifer",Andy Ackerman,S06E24,8.2,,0.110874221,0.075540849,0.063475078,239,2568,0.099749455,-0.005933333,0.063938998,50,459,0.082398734,0.072035443,0.057006329,16,158,0.139732861,0.308270449,0.038484634,36,423,0.132602094,0.248581414,0.024005236,39,382,0.06334632,-0.154332035,0.091580087,15,231,0.11095847,-0.00478153,0.085295082,83,915,0,0,0
106,7,1,The Engagement,21-Sep-95,Larry David,Andy Ackerman,S07E01,8.7,,0.14299767,0.154573126,0.063699029,312,2575,0.132343077,0.148319538,0.056292308,84,650,0.203494269,0.305834097,0.04577937,75,698,0.142825666,0.26400678,0.071,42,413,0.086065789,-0.026382895,0.085426316,40,380,0.123083333,0.053812153,0.064569444,44,288,0.089157534,-0.180556849,0.103424658,27,146,0,0,0
107,7,2,The Postponement,28-Sep-95,Larry David,Andy Ackerman,S07E02,8.4,,0.144541041,0.061378665,0.092850208,308,3131,0.163141864,0.086730459,0.089261474,94,719,0.110909185,-0.069471827,0.120679051,67,969,0.083644351,-0.13731046,0.105933054,29,239,0.211296226,0.246335094,0.064343396,58,530,0.13542623,-0.009434973,0.093234973,22,183,0.144657841,0.205950713,0.067443992,38,491,0,0,0
108,7,3,The Maestro,5-Oct-95,Larry David,Andy Ackerman,S07E03,8.3,,0.108778679,0.093454253,0.053978735,384,3574,0.090342898,0.097499283,0.053065997,90,697,0.121457399,0.114494768,0.063829596,60,669,0.155746914,0.095482253,0.079320988,70,648,0.113949833,0.116313712,0.028237458,42,299,0.075298246,0.063375439,0,10,57,0.087428571,0.074077076,0.044342193,112,1204,0,0,0
109,7,4,The Wink,12-Oct-95,"Tom Gammill, Max Pross",Andy Ackerman,S07E04,8.8,,0.111956067,0.104743425,0.055758816,340,3346,0.099885246,0.076229016,0.046757377,65,610,0.097095023,0.067799548,0.076117647,51,442,0.129559426,0.16420123,0.027809426,51,488,0.080815661,-0.040106036,0.083249592,65,613,,,,,,0.132434199,0.183117519,0.050125733,108,1193,0,0,0
110,7,5,The Hot Tub,19-Oct-95,"Gregg Kavet, Andy Robin",Andy Ackerman,S07E05,8.8,,0.109330459,0.021874438,0.083545119,282,3247,0.093708119,0.060962795,0.067143885,89,973,0.112186352,-0.180615223,0.125013123,37,381,0.157093842,0.2175,0.045237537,28,341,0.074014953,-0.047774206,0.090048598,49,535,,,,,,0.125769912,0.031382104,0.093124877,79,1017,0,0,0
111,7,6,The Soup Nazi,2-Nov-95,Spike Feresten,Andy Ackerman,S07E06,9.6,,0.150606032,0.184475155,0.061606654,393,3216,0.138175219,0.184970338,0.05612015,96,799,0.164076512,0.234150712,0.048126335,70,562,0.198243169,0.179025956,0.084081967,51,366,0.124131285,0.16108757,0.064100559,84,716,0.147444444,0.109615152,0.043929293,19,198,0.158446957,0.193603652,0.071081739,73,575,0,0,0
112,7,7,The Secret Code,9-Nov-95,"Alec Berg, Jeff Schaffer",Andy Ackerman,S07E07,8.6,,0.109166667,0.070706881,0.07680982,299,2892,0.116016393,0.074645246,0.065637705,76,610,0.118735849,0.101211698,0.090343396,65,530,0.108816667,0.02086119,0.078092857,28,420,0.129610942,0.147348632,0.049158055,40,329,0.097047619,0.18492381,0,10,84,0.093050054,0.035403156,0.092754081,80,919,0,0,0
113,7,8,The Pool Guy,16-Nov-95,David Mandel,Andy Ackerman,S07E08,8.5,,0.110993911,0.063891737,0.073196289,354,3449,0.087683544,-0.004907825,0.070368239,106,869,0.107849218,0.064333286,0.081967283,60,703,0.111346734,0.075990452,0.092026801,52,597,0.155901437,0.224320329,0.055782341,58,487,0.153639344,0.131784426,0.075536885,35,244,0.092744991,-0.01341439,0.060371585,43,549,0,0,0
114,7,9,The Sponge,7-Dec-95,Peter Mehlman,Andy Ackerman,S07E09,8.5,,0.096699289,0.078834528,0.050906977,325,3096,0.099726452,0.119849806,0.045152258,70,775,0.071351878,-0.061959805,0.088620306,72,719,0.082119835,0.085757851,0.04111157,22,242,0.124614657,0.199701182,0.024593381,46,423,0.093102459,0.039981148,0.047901639,34,244,0.108930736,0.116529293,0.03875469,81,693,0,0,0
115,7,10,The Gum,14-Dec-95,"Tom Gammill, Max Pross",Andy Ackerman,S07E10,8.8,,0.131876095,0.162452347,0.054392053,350,3196,0.104668508,0.073409669,0.04718232,56,362,0.104080346,0.076123362,0.064131026,80,809,0.188854945,0.355801758,0.039392308,71,910,0.080542773,0.009788791,0.075477876,31,339,,,,,,0.129153351,0.133945361,0.05598067,112,776,0,0,0
116,7,11,The Rye,4-Jan-96,Carol Leifer,Andy Ackerman,S07E11,9,,0.119189667,0.106482433,0.063915333,295,3000,0.105730263,0.110457895,0.052429276,61,608,0.089727273,0.032808748,0.055210978,55,583,0.153411602,0.224974309,0.031707182,37,362,0.15472103,0.193369957,0.080881974,32,466,0.10271087,0.015993261,0.087391304,46,460,0.126856046,0.104133205,0.073535509,64,521,0,0,0
117,7,12,The Caddy,25-Jan-96,"Gregg Kavet, Andy Robin",Andy Ackerman,S07E12,8.7,,0.121503683,0.096618697,0.067889802,345,3530,0.113262121,0.038940152,0.081684848,69,660,0.093540755,0.206150298,0.050986083,41,503,0.117122449,0.108155714,0.062677551,57,490,0.180426036,0.261392604,0.046245562,36,338,0.077851064,-0.099885106,0.089638298,6,47,0.124042225,0.050279826,0.07341622,136,1492,0,0,0
118,7,13,The Seven,1-Feb-96,"Alec Berg, Jeff Schaffer",Andy Ackerman,S07E13,8.3,,0.133170318,0.126626497,0.067021034,345,3423,0.121545455,0.228637583,0.043682927,75,902,0.142479062,0.161927136,0.058551089,57,597,0.153260434,0.116061269,0.07166611,62,599,0.129737052,0.002738845,0.08862749,61,502,0.103808354,-0.04237543,0.118034398,29,407,0.148959135,0.184836779,0.047108173,61,416,0,0,0
119,7,14,The Cadillac (1),8-Feb-96,"Larry David, Jerry Seinfeld",Andy Ackerman,S07E14,8.6,,0.13853717,0.196988834,0.046912908,372,3215,0.159051601,0.131379359,0.062725979,88,562,0.180427527,0.452040926,0.025780755,70,821,0.1525,0.306292647,0.042252941,36,340,0.162582375,0.193855939,0.04532567,36,261,0.099401372,0.112125214,0.042025729,72,583,0.08587037,-0.048991667,0.067453704,70,648,0,0,0
120,7,15,The Cadillac (2),8-Feb-96,"Larry David, Jerry Seinfeld",Andy Ackerman,S07E15,8.6,,0.119006745,0.175570152,0.054186341,266,2372,0.143287425,0.21855509,0,27,167,0.139504184,0.349681381,0.027048117,44,478,0.207157895,0.294863158,0,4,19,0.140168174,0.092769259,0.069298373,64,553,0.079314607,0.009576854,0.069573034,60,445,0.105532394,0.213578169,0.065238028,67,710,0,0,0
121,7,16,The Shower Head,15-Feb-96,"Peter Mehlman, Marjorie Gross",Andy Ackerman,S07E16,8.6,,0.087374689,0.02066648,0.061755908,314,3216,0.083857889,-0.101499896,0.089010449,75,957,0.144672269,0.182012045,0.066848739,36,357,0.115051948,0.003447186,0.101935065,25,231,0.113901261,0.144138025,0.047098739,55,476,0.055809066,0.031358104,0.03560989,87,728,0.059259101,0.01367409,0.037835118,36,467,0,0,0
122,7,17,The Doll,22-Feb-96,"Tom Gammill, Max Pross",Andy Ackerman,S07E17,8.3,,0.100124574,0.126158091,0.049294519,313,3813,0.100264966,0.116978508,0.059460255,75,1019,0.090952381,0.091856061,0.04704329,39,462,0.147786192,0.265117372,0.019151448,33,449,0.085828947,0.16239718,0.052578947,44,532,0.064487768,0.019644648,0.047211009,53,654,0.119645624,0.145081205,0.054790531,69,697,0,0,0
123,7,18,The Friars Club (a.k.a. The Gypsies),7-Mar-96,David Mandel,Andy Ackerman,S07E18,8,,0.125586185,0.092349248,0.065590982,389,3127,0.100452586,0.05751972,0.059317888,137,928,0.16538626,0.201327786,0.044256489,78,655,0.115426195,0.118028274,0.055723493,45,481,0.130417625,0.042108429,0.082206897,33,261,0.063396226,0.143675472,0.040603774,9,53,0.131162884,0.037585314,0.094335113,87,749,0,0,0
124,7,19,The Wig Master,4-Apr-96,Spike Feresten,Andy Ackerman,S07E19,8.3,,0.109891248,0.099987227,0.051490669,355,3108,0.061249307,-0.013065374,0.056806094,73,722,0.108472458,0.037984958,0.07620339,38,472,0.116076459,0.170646278,0.040146881,53,497,0.146791762,0.201430435,0.0331373,68,437,0.163884615,0.211530769,0.15625,8,52,0.124742457,0.127617134,0.043633621,115,928,0,0,0
125,7,20,The Calzone,25-Apr-96,"Alec Berg, Jeff Schaffer",Andy Ackerman,S07E20,9,,0.101143597,0.055294546,0.067050397,296,2897,0.053514377,-0.062829233,0.06993131,71,626,0.100749562,0.152571278,0.055308231,48,571,0.12922191,0.249095225,0.021727528,40,356,0.079621951,-0.009485976,0.100240854,54,328,0.153983607,0.157898907,0.062196721,14,183,0.122073229,-0.00247395,0.080301321,69,833,0,0,0
126,7,21,The Bottle Deposit (1),2-May-96,"Gregg Kavet, Andy Robin",Andy Ackerman,S07E21,8.9,,0.103687522,0.135744863,0.053338429,267,2813,0.084298246,-0.01755,0.069833333,65,570,0.102255624,0.146273824,0.051447853,46,489,0.098449074,0.086288426,0.065416667,26,216,0.147130435,0.238504348,0.063996656,32,299,0.028791304,-0.039176087,0.063530435,23,230,0.120655104,0.23725005,0.036869177,75,1009,0,0,0
127,7,22,The Bottle Deposit (2),2-May-96,"Gregg Kavet, Andy Robin",Andy Ackerman,S07E22,8.9,,0.125620136,0.182815566,0.059804713,261,2801,0.134473684,0.148522556,0.041684211,51,399,0.119502165,0.120631169,0.057731602,19,231,0.134589011,0.026798901,0.096643956,47,455,0.102995798,0.063630252,0.060546218,34,238,0.109730435,0.069854203,0.069962319,35,345,0.129738747,0.329658341,0.048565755,75,1133,0,0,0
128,7,23,The Wait Out,9-May-96,Peter Mehlman,Andy Ackerman,S07E23,8.5,,0.100550788,0.154033596,0.043386165,309,3426,0.074191781,0.019061233,0.051826027,81,730,0.138620521,0.431071824,0.035467427,39,614,0.074130901,0.040431974,0.031991416,41,466,0.12259403,0.219767164,0.051710448,56,670,0.089905882,0.309044706,0.022976471,6,85,0.093947735,0.065937515,0.043581882,86,861,0,0,0
129,7,24,The Invitations,16-May-96,Larry David,Andy Ackerman,S07E24,8.9,,0.122782641,0.102670549,0.072581602,332,2696,0.12432636,0.07765537,0.074555091,84,717,0.132206376,0.203627852,0.055536913,77,596,0.126091324,0.019227854,0.112077626,59,438,0.091,0.013334211,0.082268421,20,190,0.096073892,0.039591626,0.093990148,26,203,0.12873913,0.146315761,0.045875,66,552,0,0,0
130,8,1,The Foundation,19-Sep-96,"Alec Berg, Jeff Schaffer",Andy Ackerman,S08E01,8.4,,0.104665441,0.054535662,0.0721875,315,2720,0.087520476,0.041468692,0.074282695,92,757,0.151152263,0.187886008,0.050835391,65,486,0.082341801,-0.082827483,0.093256351,37,433,0.087217582,-0.024105714,0.076885714,52,455,,,,,,0.118232598,0.12303056,0.067994907,69,589,0,0,0
